#fields	indicator	indicator_type	meta.source	meta.do_notice
# The following line is for testing only.  Please keep it commented out when running in production.
#time.windows.com	Intel::DOMAIN	Test FQDN	T
new.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
new.booksonlineclub.com	Intel::DOMAIN	Mandiant APT1 Report	T
new.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
new.globalowa.com	Intel::DOMAIN	Mandiant APT1 Report	T
newport.bigdepression.net	Intel::DOMAIN	Mandiant APT1 Report	T
newport.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
newport.safalife.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.advanbusiness.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.aoldaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.aolon1ine.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.applesoftupdate.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.bigdepression.net	Intel::DOMAIN	Mandiant APT1 Report	T
news.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
news.booksonlineclub.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.bpyoyo.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
news.busketball.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.canadatvsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.canoedaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.chileexe77.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.cnndaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.cnnnewsdaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.defenceonline.net	Intel::DOMAIN	Mandiant APT1 Report	T
news.dnsweb.org	Intel::DOMAIN	Mandiant APT1 Report	T
news.downloadsite.me	Intel::DOMAIN	Mandiant APT1 Report	T
news.e-cardsshop.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.freshreaders.net	Intel::DOMAIN	Mandiant APT1 Report	T
news.hugesoft.org	Intel::DOMAIN	Mandiant APT1 Report	T
news.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.issnbgkit.net	Intel::DOMAIN	Mandiant APT1 Report	T
news.jobsadvanced.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.lksoftvc.net	Intel::DOMAIN	Mandiant APT1 Report	T
news.marsbrother.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.mcafeepaying.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.mediaxsds.net	Intel::DOMAIN	Mandiant APT1 Report	T
news.micyuisyahooapis.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
news.myyahoonews.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.nationtour.net	Intel::DOMAIN	Mandiant APT1 Report	T
news.newsonlinesite.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.newspappers.org	Intel::DOMAIN	Mandiant APT1 Report	T
news.nytimesnews.net	Intel::DOMAIN	Mandiant APT1 Report	T
news.pcclubddk.net	Intel::DOMAIN	Mandiant APT1 Report	T
news.pop-musicsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.reutersnewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.rssadvanced.org	Intel::DOMAIN	Mandiant APT1 Report	T
news.safalife.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.saltlakenews.org	Intel::DOMAIN	Mandiant APT1 Report	T
news.satellitebbs.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.softsolutionbox.net	Intel::DOMAIN	Mandiant APT1 Report	T
news.sportreadok.net	Intel::DOMAIN	Mandiant APT1 Report	T
news.staycools.net	Intel::DOMAIN	Mandiant APT1 Report	T
news.symanteconline.net	Intel::DOMAIN	Mandiant APT1 Report	T
news.thehealthmood.net	Intel::DOMAIN	Mandiant APT1 Report	T
news.todayusa.org	Intel::DOMAIN	Mandiant APT1 Report	T
news.usapappers.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.voiceofman.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.yahoo.com.conferencesinfo.com	Intel::DOMAIN	Mandiant APT1 Report	T
news.yahoodaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
newstar.nytimesnews.net	Intel::DOMAIN	Mandiant APT1 Report	T
newstar.reutersnewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
newstime.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
newyork.usabbs.org	Intel::DOMAIN	Mandiant APT1 Report	T
ngc.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
ngng.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
nh.microsoft-update-info.com	Intel::DOMAIN	Mandiant APT1 Report	T
nhc.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
nhs.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
nhs1.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
nhs1.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
nhsl.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
nic.safalife.com	Intel::DOMAIN	Mandiant APT1 Report	T
nicenews.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
night.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
nis.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
nl.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
nod.downloadsite.me	Intel::DOMAIN	Mandiant APT1 Report	T
nol.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
norin.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
notebook.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
nousage.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
nrfn.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
ns.issnbgkit.net	Intel::DOMAIN	Mandiant APT1 Report	T
nt.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
nucor001.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
nukor001.hugesoft.org	Intel::DOMAIN	Mandiant APT1 Report	T
nullmx.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
num.safalife.com	Intel::DOMAIN	Mandiant APT1 Report	T
o.ifexcel.com	Intel::DOMAIN	Mandiant APT1 Report	T
object.todayusa.org	Intel::DOMAIN	Mandiant APT1 Report	T
office.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
okie.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
old.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
oliver.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
once.downloadsite.me	Intel::DOMAIN	Mandiant APT1 Report	T
onk.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
online.livemymsn.com	Intel::DOMAIN	Mandiant APT1 Report	T
online.mcafeepaying.com	Intel::DOMAIN	Mandiant APT1 Report	T
online.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
online.pop-musicsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
online.reutersnewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
ope.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
opp.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
oppa.bigdepression.net	Intel::DOMAIN	Mandiant APT1 Report	T
opts.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
orca.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
ord.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
orient.earthsolution.org	Intel::DOMAIN	Mandiant APT1 Report	T
otp.blackberrycluter.com	Intel::DOMAIN	Mandiant APT1 Report	T
otps.globalowa.com	Intel::DOMAIN	Mandiant APT1 Report	T
ou.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
ou1.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
ou1.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
ou2.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
ou2.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
ou3.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
ou4.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
ou5.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
ou6.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
ou7.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
outlook.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
outlooks.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
owa.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
owa.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
owa.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
owa.softsolutionbox.net	Intel::DOMAIN	Mandiant APT1 Report	T
pacific.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
pacific.worthhummer.net	Intel::DOMAIN	Mandiant APT1 Report	T
pack.cnnnewsdaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
pact.hugesoft.org	Intel::DOMAIN	Mandiant APT1 Report	T
paekl.gmailboxes.com	Intel::DOMAIN	Mandiant APT1 Report	T
papper.booksonlineclub.com	Intel::DOMAIN	Mandiant APT1 Report	T
papper.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
pars.earthsolution.org	Intel::DOMAIN	Mandiant APT1 Report	T
part.bigdepression.net	Intel::DOMAIN	Mandiant APT1 Report	T
part.earthsolution.org	Intel::DOMAIN	Mandiant APT1 Report	T
parth.earthsolution.org	Intel::DOMAIN	Mandiant APT1 Report	T
pay.aunewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
pay.freshreaders.net	Intel::DOMAIN	Mandiant APT1 Report	T
payse.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
pcie.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
pda.applesoftupdate.com	Intel::DOMAIN	Mandiant APT1 Report	T
pda.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
pda.reutersnewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
pda.staycools.net	Intel::DOMAIN	Mandiant APT1 Report	T
pda.usapappers.com	Intel::DOMAIN	Mandiant APT1 Report	T
pdoc.earthsolution.org	Intel::DOMAIN	Mandiant APT1 Report	T
pear.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
pear.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
pear.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
people.softsolutionbox.net	Intel::DOMAIN	Mandiant APT1 Report	T
phb.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
phe.reutersnewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
philippines.cnndaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
pic.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
picture.chileexe77.com	Intel::DOMAIN	Mandiant APT1 Report	T
pink.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
plane.usabbs.org	Intel::DOMAIN	Mandiant APT1 Report	T
planning.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
play.conferencesinfo.com	Intel::DOMAIN	Mandiant APT1 Report	T
play.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
pme.worthhummer.net	Intel::DOMAIN	Mandiant APT1 Report	T
png.sportreadok.net	Intel::DOMAIN	Mandiant APT1 Report	T
pop.advanbusiness.com	Intel::DOMAIN	Mandiant APT1 Report	T
pop.aoldaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
pop.applesoftupdate.com	Intel::DOMAIN	Mandiant APT1 Report	T
pop.aunewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
pop.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
pop.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
pop.canadatvsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
pop.canoedaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
pop.cnndaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
pop.cnndaily.net	Intel::DOMAIN	Mandiant APT1 Report	T
pop.companyinfosite.com	Intel::DOMAIN	Mandiant APT1 Report	T
pop.defenceonline.net	Intel::DOMAIN	Mandiant APT1 Report	T
pop.dnsweb.org	Intel::DOMAIN	Mandiant APT1 Report	T
pop.downloadsite.me	Intel::DOMAIN	Mandiant APT1 Report	T
pop.e-cardsshop.com	Intel::DOMAIN	Mandiant APT1 Report	T
pop.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
pop.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
pop.jobsadvanced.com	Intel::DOMAIN	Mandiant APT1 Report	T
pop.mcafeepaying.com	Intel::DOMAIN	Mandiant APT1 Report	T
pop.micyuisyahooapis.com	Intel::DOMAIN	Mandiant APT1 Report	T
pop.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
pop.newsonlinesite.com	Intel::DOMAIN	Mandiant APT1 Report	T
pop.pop-musicsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
pop.satellitebbs.com	Intel::DOMAIN	Mandiant APT1 Report	T
pop.staycools.net	Intel::DOMAIN	Mandiant APT1 Report	T
pop.symanteconline.net	Intel::DOMAIN	Mandiant APT1 Report	T
pop.todayusa.org	Intel::DOMAIN	Mandiant APT1 Report	T
pop.usabbs.org	Intel::DOMAIN	Mandiant APT1 Report	T
pop.usapappers.com	Intel::DOMAIN	Mandiant APT1 Report	T
pop.usnewssite.com	Intel::DOMAIN	Mandiant APT1 Report	T
pop.voiceofman.com	Intel::DOMAIN	Mandiant APT1 Report	T
pop.yahoodaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
pop2.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
pop2.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
pop3.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
pop3.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
pop4.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
pop5.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
pop6.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
pop9.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
popw.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
popwk.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
portbab.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
portpop.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
ppt.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
prc.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
prefix.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
prefix.usapappers.com	Intel::DOMAIN	Mandiant APT1 Report	T
pro.reutersnewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
proc.blackberrycluter.com	Intel::DOMAIN	Mandiant APT1 Report	T
proc.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
product.satellitebbs.com	Intel::DOMAIN	Mandiant APT1 Report	T
program.reutersnewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
progress.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
protoc.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
psp.advanbusiness.com	Intel::DOMAIN	Mandiant APT1 Report	T
psp.staycools.net	Intel::DOMAIN	Mandiant APT1 Report	T
psu.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
psu.nytimesnews.net	Intel::DOMAIN	Mandiant APT1 Report	T
psu.worthhummer.net	Intel::DOMAIN	Mandiant APT1 Report	T
ptp.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
pz.booksonlineclub.com	Intel::DOMAIN	Mandiant APT1 Report	T
qedh.earthsolution.org	Intel::DOMAIN	Mandiant APT1 Report	T
qhun-mons.businessformars.com	Intel::DOMAIN	Mandiant APT1 Report	T
qiao1.bigdepression.net	Intel::DOMAIN	Mandiant APT1 Report	T
qiao1.safalife.com	Intel::DOMAIN	Mandiant APT1 Report	T
qiao2.bigdepression.net	Intel::DOMAIN	Mandiant APT1 Report	T
qiao3.bigdepression.net	Intel::DOMAIN	Mandiant APT1 Report	T
qiao4.bigdepression.net	Intel::DOMAIN	Mandiant APT1 Report	T
qiao5.bigdepression.net	Intel::DOMAIN	Mandiant APT1 Report	T
qiao6.bigdepression.net	Intel::DOMAIN	Mandiant APT1 Report	T
qiao7.bigdepression.net	Intel::DOMAIN	Mandiant APT1 Report	T
qiao8.bigdepression.net	Intel::DOMAIN	Mandiant APT1 Report	T
qua.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
qual.bigdepression.net	Intel::DOMAIN	Mandiant APT1 Report	T
quick.earthsolution.org	Intel::DOMAIN	Mandiant APT1 Report	T
quiet.earthsolution.org	Intel::DOMAIN	Mandiant APT1 Report	T
qusc12.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
rank.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
rcs.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
reas.hugesoft.org	Intel::DOMAIN	Mandiant APT1 Report	T
record.companyinfosite.com	Intel::DOMAIN	Mandiant APT1 Report	T
records.marsbrother.com	Intel::DOMAIN	Mandiant APT1 Report	T
red.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
red.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
reg.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
release.busketball.com	Intel::DOMAIN	Mandiant APT1 Report	T
release.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
release.softsolutionbox.net	Intel::DOMAIN	Mandiant APT1 Report	T
report.cnnnewsdaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
report.regicsgf.net	Intel::DOMAIN	Mandiant APT1 Report	T
reports.saltlakenews.org	Intel::DOMAIN	Mandiant APT1 Report	T
research.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
research.softsolutionbox.net	Intel::DOMAIN	Mandiant APT1 Report	T
rice.bigish.net	Intel::DOMAIN	Mandiant APT1 Report	T
rj.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
rj.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
rnew.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
roger.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
root.newspappers.org	Intel::DOMAIN	Mandiant APT1 Report	T
root.saltlakenews.org	Intel::DOMAIN	Mandiant APT1 Report	T
rou.pop-musicsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
rsut.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
s.ifexcel.com	Intel::DOMAIN	Mandiant APT1 Report	T
s.microsoft-update-info.com	Intel::DOMAIN	Mandiant APT1 Report	T
saf.blackberrycluter.com	Intel::DOMAIN	Mandiant APT1 Report	T
saf.globalowa.com	Intel::DOMAIN	Mandiant APT1 Report	T
safbejn.worthhummer.net	Intel::DOMAIN	Mandiant APT1 Report	T
safe.canadatvsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
safe.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
safety.canadatvsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
safety.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
safety.newsonlinesite.com	Intel::DOMAIN	Mandiant APT1 Report	T
safr.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
sale.advanbusiness.com	Intel::DOMAIN	Mandiant APT1 Report	T
sale.staycools.net	Intel::DOMAIN	Mandiant APT1 Report	T
sales.usnewssite.com	Intel::DOMAIN	Mandiant APT1 Report	T
sam.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
sam.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
sam.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
satellite.yahoodaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
sauu.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
sav.safalife.com	Intel::DOMAIN	Mandiant APT1 Report	T
sb.hugesoft.org	Intel::DOMAIN	Mandiant APT1 Report	T
sbh.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
scc.globalowa.com	Intel::DOMAIN	Mandiant APT1 Report	T
scc.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
science.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
scorpion.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
scpkl.bigish.net	Intel::DOMAIN	Mandiant APT1 Report	T
sea.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
sea001.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
search.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
search.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
search.searchforca.com	Intel::DOMAIN	Mandiant APT1 Report	T
security.canadatvsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
security.mcafeepaying.com	Intel::DOMAIN	Mandiant APT1 Report	T
security.nationtour.net	Intel::DOMAIN	Mandiant APT1 Report	T
security.symanteconline.net	Intel::DOMAIN	Mandiant APT1 Report	T
self.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
sells.aunewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
sells.usnewssite.com	Intel::DOMAIN	Mandiant APT1 Report	T
send.issnbgkit.net	Intel::DOMAIN	Mandiant APT1 Report	T
serv.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
serve.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
server.applesoftupdate.com	Intel::DOMAIN	Mandiant APT1 Report	T
service.applesoftupdate.com	Intel::DOMAIN	Mandiant APT1 Report	T
service.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
service.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
service.issnbgkit.net	Intel::DOMAIN	Mandiant APT1 Report	T
service.symanteconline.net	Intel::DOMAIN	Mandiant APT1 Report	T
services.busketball.com	Intel::DOMAIN	Mandiant APT1 Report	T
services.gmailboxes.com	Intel::DOMAIN	Mandiant APT1 Report	T
servmail.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
servmailb.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
servmails.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
set.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
sfn.globalowa.com	Intel::DOMAIN	Mandiant APT1 Report	T
sh.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
share.aoldaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
share.aunewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
share.canoedaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
share.jobsadvanced.com	Intel::DOMAIN	Mandiant APT1 Report	T
share.usnewssite.com	Intel::DOMAIN	Mandiant APT1 Report	T
shit.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
shop.e-cardsshop.com	Intel::DOMAIN	Mandiant APT1 Report	T
shop.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
shop.newsonlinesite.com	Intel::DOMAIN	Mandiant APT1 Report	T
shop.pop-musicsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
shop.yahoodaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
shot.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
shot.newspappers.org	Intel::DOMAIN	Mandiant APT1 Report	T
shot.usapappers.com	Intel::DOMAIN	Mandiant APT1 Report	T
sifcc.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
signal.satellitebbs.com	Intel::DOMAIN	Mandiant APT1 Report	T
sinbg.comrepair.net	Intel::DOMAIN	Mandiant APT1 Report	T
sisc.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
sites.progammerli.com	Intel::DOMAIN	Mandiant APT1 Report	T
sk2.gmailboxes.com	Intel::DOMAIN	Mandiant APT1 Report	T
skills.cnndaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
skills.usnewssite.com	Intel::DOMAIN	Mandiant APT1 Report	T
sklcenter.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
sky.applesoftupdate.com	Intel::DOMAIN	Mandiant APT1 Report	T
sky.canoedaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
sky.downloadsite.me	Intel::DOMAIN	Mandiant APT1 Report	T
sky.safalife.com	Intel::DOMAIN	Mandiant APT1 Report	T
slnoa.hugesoft.org	Intel::DOMAIN	Mandiant APT1 Report	T
slnoa.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
slrfc.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
slrj.softsolutionbox.net	Intel::DOMAIN	Mandiant APT1 Report	T
slrou.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
slrouji.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
sls.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
slutc.globalowa.com	Intel::DOMAIN	Mandiant APT1 Report	T
sma.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
smile.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
smlk.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
smooth.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
smtp.advanbusiness.com	Intel::DOMAIN	Mandiant APT1 Report	T
smtp.aoldaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
smtp.applesoftupdate.com	Intel::DOMAIN	Mandiant APT1 Report	T
smtp.aunewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
smtp.canadatvsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
smtp.canoedaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
smtp.cnndaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
smtp.cnndaily.net	Intel::DOMAIN	Mandiant APT1 Report	T
smtp.companyinfosite.com	Intel::DOMAIN	Mandiant APT1 Report	T
smtp.defenceonline.net	Intel::DOMAIN	Mandiant APT1 Report	T
smtp.downloadsite.me	Intel::DOMAIN	Mandiant APT1 Report	T
smtp.e-cardsshop.com	Intel::DOMAIN	Mandiant APT1 Report	T
smtp.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
smtp.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
smtp.jobsadvanced.com	Intel::DOMAIN	Mandiant APT1 Report	T
smtp.mcafeepaying.com	Intel::DOMAIN	Mandiant APT1 Report	T
smtp.micyuisyahooapis.com	Intel::DOMAIN	Mandiant APT1 Report	T
smtp.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
smtp.newsonlinesite.com	Intel::DOMAIN	Mandiant APT1 Report	T
